"","x"
"2448","rt : the 2nd key note speaker of  is theo jansen, artist, with his talk ‘new form of life’ as the beach anim…"
"2449","rt : great symposium on  for #biodiversity informatics. hosted by  and with really interesting talks by @…"
"2450","rt : “improving the quality of information &; images in  &;  will improve the quality of #citizenscience in…"
"2451","great first day for  in leiden. looking forward to the second day. here's my quick impression of the fi… https://t.co/knjcvkfdrg"
"2452","rt :  has officialy started! four days of biodiversity science, data and policy are underway. 

  @…"
"2453","rt : “although i have a preference for new zealand moths, i’m omnivorous when it comes to editing #wikipedia &; #wikidata page…"
"2454","rt : a great  session on #wikimedia and #wikidata. spot-on exles from the speakers who certainly made conv…"
"2455","rt : linking natural and cultural heritage allows us to highlight what culture and interests we have in common, making our resear…"
"2456","rt : biosciences have traditionally not been part of the megascience club. but it very much should be, says paul hebert at #bi…"
"2457","rt : great symposium on  for #biodiversity informatics. hosted by  and with really interesting talks by @…"
"2458","rt : why does  think it’s important to add the #sciart (like that from ) to ? these illu…"
"2459","rt :  has officialy started! four days of biodiversity science, data and policy are underway. 

  @…"
"2460","rt : should go further and oblige to cite the exact specimens. in future  these will be digital specimens with someth…"
"2461","rt : during one of the first  sessions, a tool for knowledge dissemination on how to identify #invasive speci…"
"2462","rt : so happy and proud to be able to present the    genomic resources collections …"
"2463","rt : for more on #scholia, see https://t.co/dxmojew0lt 
 https://t.co/5pd2thlqra"
"2464","rt : . also got a great shout-out by  for her work to add identifiers to wikidata and help disambigua…"
"2465","rt :  talks are invested with linked data, interoperability, #wikidata. they are not explaining the semantic web…"
"2466","rt : linking natural and cultural heritage allows us to highlight what culture and interests we have in common, making our resear…"
"2467","rt : ontologies can be fun - if presented by   https://t.co/6sixehpwlj"
"2468","rt : a great  session on #wikimedia and #wikidata. spot-on exles from the speakers who certainly made conv…"
"2469","rt : advices from  to open the gate to biodiversity knowledge: 1- become a wikipedia / wikidata editor, 2- put more…"
"2470","rt : which identifiers should you use? all of them, says , because they each have different focuses.  can b…"
"2471","rt : which identifiers should you use? all of them, says , because they each have different focuses.  can b…"
"2472","rt : advices from  to open the gate to biodiversity knowledge: 1- become a wikipedia / wikidata editor, 2- put more…"
"2473","rt : give credit where credit is due in biodiversity datasets! #citethedoi 
 https://t.co/ktmyvd7ptj"
"2474","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"2475","rt : now listening to nicky nicolson talking collector and author roles.  https://t.co/raicxy5vb6"
"2476","rt : great symposium on  for #biodiversity informatics. hosted by  and with really interesting talks by @…"
"2477","rt : advices from  to open the gate to biodiversity knowledge: 1- become a wikipedia / wikidata editor, 2- put more…"
"2478","rt : so what are the possible roles for  in managing your biodiversity data?  has some ideas .…"
"2479","for more on #scholia, see https://t.co/dxmojew0lt 
 https://t.co/5pd2thlqra"
"2480","rt : advices from  to open the gate to biodiversity knowledge: 1- become a wikipedia / wikidata editor, 2- put more…"
"2481","rt : advices from  to open the gate to biodiversity knowledge: 1- become a wikipedia / wikidata editor, 2- put more…"
"2482","rt : here comes the answer. use  and link your activities to it! and  don't forget - be a thing, not a string! …"
"2483","retweeting with direct link to the slides:
https://t.co/woakhfhybt
 https://t.co/u5lqmmopvw"
"2484","rt : three cheers to  &;  for convincing nz #inaturalist photographers to change the default licence…"
"2485","rt : “improving the quality of information &; images in  &;  will improve the quality of #citizenscience in…"
"2486","rt : great symposium on  for #biodiversity informatics. hosted by  and with really interesting talks by @…"
"2487","rt : which identifiers should you use? all of them, says , because they each have different focuses.  can b…"
"2488","rt :  has officialy started! four days of biodiversity science, data and policy are underway. 

  @…"
"2489","rt :  has officialy started! four days of biodiversity science, data and policy are underway. 

  @…"
"2490","rt : leiden mayor  intro ""it's going to slow"" ""we are running out of time"" ""we need to speed up"" ""we need data"" ""…"
"2491","rt : the expension of fishery across the globe #biodiversity  https://t.co/8uhl4ghaih https://t.co/imuawgpbxi"
"2492","rt : have you read the #ipbes global assessment summary for policy makers? find the pdf here:https://t.co/j5k84ba3zv

recommend b…"
"2493","rt : each 10 years the convention on biological diversity  reviews progress and sets targets for global biodivers…"
"2494","rt : sustainable agriculture. sounds great, right? but dutch government forgot #animalwelfare, which means putting 1 million…"
"2495","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"2496","rt :  has officialy started! four days of biodiversity science, data and policy are underway. 

  @…"
"2497","rt : should go further and oblige to cite the exact specimens. in future  these will be digital specimens with someth…"
"2498","rt : naturalis this evening for welcoming reception. overwhelmed by sights like this while walking up the gradual r from dept…"
"2499","rt : . up next sharing her workflow for curating biodiversity data through various wiki projects, including …"
"2500","rt :  had the best.opening.plenaries.ever. of people, science, and art--we were enthralled at the connections rev…"
"2501","rt : #biodiversityinformatics101 did a group to discuss data publication. led by james macklin, we talked about what is well-estab…"
"2502","rt :  reception at the museum  <U+0001F37B><U+0001F3BB><U+0001F995> https://t.co/6teyq7zRd by james macklin, we talked about what is well-estab…"
"2503","rt :  best #eunodes meeting ever! https://t.co/fxwwzakmag"
"2504","rt : are three different colors of wine an aspect of biodiversity?
 https://t.co/leypgzw0cl"
"2505","rt : linking natural and cultural heritage allows us to highlight what culture and interests we have in common, making our resear…"
"2506","rt : big event launched in leiden <U+0001F1F3><U+0001F1F1> :  - and #dnaquanet actively involved.    #e in common, making our resear…"
"2507","rt : i think #leiden is a very nice place for a conference.  

thanks for hosting us  https://t.…"
"2508","rt : thanks to  folk for making the first day of the conference fabulous. particularly  for organis…"
"2509","rt : awesome venue
#naturalis  https://t.co/1tg0ypydqg"
"2510","rt : tomorrow morning (11:10 am, 23 oct) at , join the presentation of our teodor georgiev during the ""#biodiversi…"
"2511","rt : great symposium on  for #biodiversity informatics. hosted by  and with really interesting talks by @…"
"2512","rt : “improving the quality of information &; images in  &;  will improve the quality of #citizenscience in…"
"2513","rt : it's a bit weird being the subject of an academic paper <U+0001F62F> but... it is a really good one! i like the idea that #naturalca…rsi…"
"2514","rt : nine simple ways to reuse your data: https://t.co/1mnckuy11a #citethedoi

got shared at the coding club session …"
"2515","rt : a great  session on #wikimedia and #wikidata. spot-on exles from the speakers who certainly made conv…"
"2516","rt : the key point of openbuodiv-o is that it combines both biodiversity-related and publishing ontologies (#spar), introducing sev…"
"2517","rt : attn bookgeeks: the  mtng is next door 2 the house of c. plantin. can't find a lugduni batavorum, ex officina…"
"2518","rt : creating fashion out of cow shit ... very very impressive mestic® | jalila essaidi  https://t.co/eau3s5gr…"
"2519","rt :  has officialy started! four days of biodiversity science, data and policy are underway. 

  @…"
"2520","rt : creating fashion out of cow shit ... very very impressive mestic® | jalila essaidi  https://t.co/eau3s5gr…"
